"link","course_id","course_name","term","time1"
"http://www.jhsph.edu/courses/course/22069/2015/340.680.01/environmental-and-occupational-epidemiology","340.680.01","ENVIRONMENTAL AND OCCUPATIONAL EPIDEMIOLOGY","4th","MW,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22110/2015/340.688.01/practical-epidemiology-for-basic-scientists","340.688.01","PRACTICAL EPIDEMIOLOGY FOR BASIC SCIENTISTS","4th","MWF,  1:30-2:20pm"
"http://www.jhsph.edu/courses/course/22365/2015/340.692.01/prisons-public-health-and-human-rights","340.692.01","PRISONS, PUBLIC HEALTH, AND HUMAN RIGHTS","4th","Thursday,  5:30-7:20pm"
"http://www.jhsph.edu/courses/course/21867/2015/340.715.01/problems-in-the-design-of-epidemiologic-studies-proposal-development-and-critique","340.715.01","PROBLEMS IN THE DESIGN OF EPIDEMIOLOGIC STUDIES: PROPOSAL DEVELOPMENT AND CRITIQUE","4th","MWF,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22190/2015/340.722.81/epidemiologic-inference-in-public-health-ii","340.722.81","EPIDEMIOLOGIC INFERENCE IN PUBLIC HEALTH II","4th",NA
"http://www.jhsph.edu/courses/course/22104/2015/340.734.01/principles-of-genetic-epidemiology-4","340.734.01","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","4th","Thursday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22004/2015/340.754.01/methodologic-challenges-in-epidemiologic-research","340.754.01","METHODOLOGIC CHALLENGES IN EPIDEMIOLOGIC RESEARCH","4th","MW,  8:30-9:50am"
"http://www.jhsph.edu/courses/course/21981/2015/340.800.01/mph-capstone-epidemiology","340.800.01","MPH CAPSTONE EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21964/2015/340.803.01/advanced-topics-in-cardiovascular-disease-epidemiology","340.803.01","ADVANCED TOPICS IN CARDIOVASCULAR DISEASE EPIDEMIOLOGY","4th","Tuesday,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/21922/2015/340.810.01/field-placement-epidemiology","340.810.01","FIELD PLACEMENT EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21915/2015/340.820.01/thesis-research-epidemiology","340.820.01","THESIS RESEARCH EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21822/2015/340.830.01/postdoctoral-research-epidemiology","340.830.01","POSTDOCTORAL RESEARCH EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21913/2015/340.840.01/special-studies-and-research-epidemiology","340.840.01","SPECIAL STUDIES AND RESEARCH EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/21996/2015/340.855.01/ss-r-biological-basis-of-cardiovascular-disease-epidemiology","340.855.01","SS/R: BIOLOGICAL BASIS OF CARDIOVASCULAR DISEASE EPIDEMIOLOGY","4th","Monday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/22057/2015/340.860.01/current-topics-in-epidemiologic-research","340.860.01","CURRENT TOPICS IN EPIDEMIOLOGIC RESEARCH","4th","Friday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/22034/2015/340.871.01/welch-center-research-seminar","340.871.01","WELCH CENTER RESEARCH SEMINAR","4th","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/22021/2015/340.895.01/mph-practicum-epidemiology","340.895.01","MPH PRACTICUM: EPIDEMIOLOGY","4th",NA
"http://www.jhsph.edu/courses/course/20651/2015/340.601.01/principles-of-epidemiology","340.601.01","PRINCIPLES OF EPIDEMIOLOGY","Summer","MWF,  8:30-9:20am"
"http://www.jhsph.edu/courses/course/20652/2015/340.655.01/introduction-to-clinical-research","340.655.01","INTRODUCTION TO CLINICAL RESEARCH","Summer",NA
"http://www.jhsph.edu/courses/course/20665/2015/340.800.01/mph-capstone-epidemiology","340.800.01","MPH CAPSTONE EPIDEMIOLOGY","Summer",NA
"http://www.jhsph.edu/courses/course/20668/2015/340.820.01/thesis-research-epidemiology","340.820.01","THESIS RESEARCH EPIDEMIOLOGY","Summer",NA
"http://www.jhsph.edu/courses/course/20568/2015/340.601.11/principles-of-epidemiology","340.601.11","PRINCIPLES OF EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20569/2015/340.605.11/applications-of-the-case-control-method","340.605.11","APPLICATIONS OF THE CASE CONTROL METHOD","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20570/2015/340.612.11/epidemiologic-basis-for-tuberculosis-control","340.612.11","EPIDEMIOLOGIC BASIS FOR TUBERCULOSIS CONTROL","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20645/2015/340.612.89/epidemiologic-basis-for-tuberculosis-control","340.612.89","EPIDEMIOLOGIC BASIS FOR TUBERCULOSIS CONTROL","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20591/2015/340.613.11/design-and-conduct-of-clinical-trials","340.613.11","DESIGN AND CONDUCT OF CLINICAL TRIALS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20571/2015/340.614.11/conducting-epidemiologic-research","340.614.11","CONDUCTING EPIDEMIOLOGIC RESEARCH","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20572/2015/340.617.11/pharmacoepidemiology","340.617.11","PHARMACOEPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20573/2015/340.628.11/social-epidemiology","340.628.11","SOCIAL EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20574/2015/340.634.11/perspectives-on-management-of-epidemiologic-studies","340.634.11","PERSPECTIVES ON MANAGEMENT OF EPIDEMIOLOGIC STUDIES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20575/2015/340.636.11/epidemiology-in-evidence-based-policy","340.636.11","EPIDEMIOLOGY IN EVIDENCE-BASED POLICY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20576/2015/340.638.11/epi-methods-for-planning-and-evaluating-health-services","340.638.11","EPI METHODS FOR PLANNING AND EVALUATING HEALTH SERVICES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20592/2015/340.644.11/epidemiology-of-diabetes-and-obesity","340.644.11","EPIDEMIOLOGY OF DIABETES AND OBESITY ","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20577/2015/340.649.11/epidemiology-of-hiv-aids","340.649.11","EPIDEMIOLOGY OF HIV/AIDS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20647/2015/340.649.89/epidemiology-of-hiv-aids","340.649.89","EPIDEMIOLOGY OF HIV/AIDS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20578/2015/340.650.11/nutritional-epidemiology-sum-epi","340.650.11","NUTRITIONAL EPIDEMIOLOGY (SUM EPI)","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21397/2015/340.651.11/emerging-infections","340.651.11","EMERGING INFECTIONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20603/2015/340.658.11/critical-reading-of-epidemiologic-literature","340.658.11","CRITICAL READING OF EPIDEMIOLOGIC LITERATURE","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20644/2015/340.659.01/advanced-issues-on-hiv-aids","340.659.01","ADVANCED ISSUES ON HIV/AIDS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20596/2015/340.659.11/advanced-issues-on-hiv-aids","340.659.11","ADVANCED ISSUES ON HIV/AIDS","Summer Inst.","MTuWThF,  5:00-7:00pm"
"http://www.jhsph.edu/courses/course/20646/2015/340.659.89/advanced-issues-on-hiv-aids","340.659.89","ADVANCED ISSUES ON HIV/AIDS","Summer Inst.","MTuWThFSaSu,  8:00-8:50am"
"http://www.jhsph.edu/courses/course/20579/2015/340.661.11/family-based-genetic-epidemiology","340.661.11","FAMILY BASED GENETIC EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20612/2015/340.665.11/molecular-biology-for-genetic-epidemiology","340.665.11","MOLECULAR BIOLOGY FOR GENETIC EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20580/2015/340.667.11/ethics-issues-in-human-subjects-research-in-developing-countries","340.667.11","ETHICS ISSUES IN HUMAN SUBJECTS RESEARCH IN DEVELOPING COUNTRIES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20593/2015/340.668.11/topics-in-infectious-disease-epidemiology","340.668.11","TOPICS IN INFECTIOUS DISEASE EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20643/2015/340.668.89/topics-in-infectious-disease-epidemiology","340.668.89","TOPICS IN INFECTIOUS DISEASE EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20581/2015/340.670.11/genetic-epidemiology-in-populations","340.670.11","GENETIC EPIDEMIOLOGY IN POPULATIONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20594/2015/340.671.11/topics-in-management-of-clinical-trials","340.671.11","TOPICS IN MANAGEMENT OF CLINICAL TRIALS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20595/2015/340.672.11/topics-in-advanced-nutritional-epidemiology","340.672.11","TOPICS IN ADVANCED NUTRITIONAL EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20611/2015/340.674.11/comparative-effectiveness-research-emulating-a-target-trial-using-observational-data","340.674.11","COMPARATIVE EFFECTIVENESS RESEARCH: EMULATING A TARGET TRIAL USING OBSERVATIONAL DATA","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20616/2015/340.676.11/bayesian-adaptive-trials","340.676.11","BAYESIAN ADAPTIVE TRIALS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21391/2015/340.680.11/environmental-and-occupational-epidemiology","340.680.11","ENVIRONMENTAL AND OCCUPATIONAL EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20608/2015/340.681.11/public-health-dimensions-of-global-tuberculosis-control-new-tools-and-interventions","340.681.11","PUBLIC HEALTH DIMENSIONS OF GLOBAL TUBERCULOSIS CONTROL: NEW TOOLS AND INTERVENTIONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21370/2015/340.685.11/epidemiology-and-prevention-of-obesity","340.685.11","EPIDEMIOLOGY AND PREVENTION OF OBESITY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20634/2015/340.686.11/introduction-to-systematic-reviews-and-meta-analysis","340.686.11","INTRODUCTION TO SYSTEMATIC REVIEWS AND META-ANALYSIS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20632/2015/340.691.11/advanced-issues-in-global-tuberculosis-control-achieving-impact","340.691.11","ADVANCED ISSUES IN GLOBAL TUBERCULOSIS CONTROL: ACHIEVING IMPACT  ","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20637/2015/340.693.11/investigation-of-outbreaks","340.693.11","INVESTIGATION OF OUTBREAKS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21393/2015/340.694.89/power-and-sample-size-for-the-design-of-epidemiological-studies","340.694.89","POWER AND SAMPLE SIZE FOR THE DESIGN OF EPIDEMIOLOGICAL STUDIES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20582/2015/340.701.11/epidemiologic-applications-of-gis","340.701.11","EPIDEMIOLOGIC APPLICATIONS OF GIS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20597/2015/340.706.11/methods-and-applications-of-cohort-studies","340.706.11","METHODS AND APPLICATIONS OF COHORT STUDIES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20633/2015/340.708.11/advanced-methods-in-observational-studies-design","340.708.11","ADVANCED METHODS IN OBSERVATIONAL STUDIES: DESIGN","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20635/2015/340.709.11/advanced-methods-in-observational-studies-inference","340.709.11","ADVANCED METHODS IN OBSERVATIONAL STUDIES: INFERENCE","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21374/2015/340.724.11/global-cancer-epidemiology","340.724.11","GLOBAL CANCER EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20565/2015/340.725.11/methods-for-clinical-and-translational-research","340.725.11","METHODS FOR CLINICAL AND TRANSLATIONAL RESEARCH","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20636/2015/340.727.11/introduction-to-health-survey-research-methods","340.727.11","INTRODUCTION TO HEALTH SURVEY RESEARCH METHODS ","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21395/2015/340.731.89/principles-of-genetic-epidemiology-1","340.731.89","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21396/2015/340.732.89/principles-of-genetic-epidemiology-2","340.732.89","PRINCIPLES OF GENETIC EPIDEMIOLOGY ","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20627/2015/340.738.11/complex-systems-and-obesity-in-human-populations","340.738.11","COMPLEX SYSTEMS AND OBESITY IN HUMAN POPULATIONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21389/2015/340.765.11/professional-epidemiologic-methods-epidemiologic-intelligence-and-population-health-assessments","340.765.11","PROFESSIONAL EPIDEMIOLOGIC METHODS: EPIDEMIOLOGIC INTELLIGENCE AND POPULATION HEALTH ASSESSMENTS  ","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21373/2015/340.766.11/professional-epidemiologic-methods-surveillance","340.766.11","PROFESSIONAL EPIDEMIOLOGIC METHODS:  SURVEILLANCE","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20563/2015/340.767.11/professional-epidemiologic-methods-topics-and-methods-for-health-situation-analysis","340.767.11","PROFESSIONAL EPIDEMIOLOGIC  METHODS:  TOPICS AND METHODS FOR HEALTH SITUATION ANALYSIS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20562/2015/340.768.11/professional-epidemiologic-methods-decision-making-in-health-situation-analysis","340.768.11","PROFESSIONAL EPIDEMIOLOGIC METHODS: DECISION MAKING  IN HEALTH SITUATION ANALYSIS ","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21371/2015/340.833.11/designs-and-analysis-for-human-genomic-sequencing-data","340.833.11","DESIGNS AND ANALYSIS FOR HUMAN GENOMIC SEQUENCING DATA","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21418/2015/340.663.13/epidemiology-workshop-interpreting-and-using-epidemiologic-evidence","340.663.13","EPIDEMIOLOGY WORKSHOP: INTERPRETING AND USING EPIDEMIOLOGIC EVIDENCE","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/20999/2015/410.600.01/fundamentals-of-health-behavior-and-society","410.600.01","FUNDAMENTALS OF HEALTH, BEHAVIOR AND SOCIETY","1st","MW,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/20846/2015/410.612.01/sociological-perspectives-on-health","410.612.01","SOCIOLOGICAL PERSPECTIVES ON HEALTH","1st","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/20945/2015/410.620.01/program-planning-for-health-behavior-change","410.620.01","PROGRAM PLANNING FOR HEALTH BEHAVIOR CHANGE","1st","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/22187/2015/410.641.17/implementation-and-evaluation-for-tobacco-control","410.641.17","IMPLEMENTATION AND EVALUATION FOR TOBACCO CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/21010/2015/410.642.17/tobacco-control-leadership","410.642.17","TOBACCO CONTROL LEADERSHIP","1st",NA
"http://www.jhsph.edu/courses/course/20970/2015/410.643.17/introduction-to-qualitative-methods-in-tobacco-control","410.643.17","INTRODUCTION TO QUALITATIVE METHODS IN TOBACCO CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/20989/2015/410.644.17/quantitative-methods-for-tobacco-control","410.644.17","QUANTITATIVE METHODS FOR TOBACCO CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/20884/2015/410.653.01/contemporary-issues-in-health-communication","410.653.01","CONTEMPORARY ISSUES IN HEALTH COMMUNICATION","1st","Wednesday,  5:30-6:30pm"
"http://www.jhsph.edu/courses/course/20918/2015/410.656.01/entertainment-education-for-behavior-change-and-development","410.656.01","ENTERTAINMENT EDUCATION FOR BEHAVIOR CHANGE AND DEVELOPMENT","1st","MW,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20735/2015/410.676.01/clinical-health-behavior-change-experience-in-weight-management","410.676.01","CLINICAL HEALTH BEHAVIOR CHANGE EXPERIENCE IN WEIGHT MANAGEMENT","1st",NA
"http://www.jhsph.edu/courses/course/20834/2015/410.733.01/communication-network-analysis-in-public-health-programs","410.733.01","COMMUNICATION NETWORK ANALYSIS IN PUBLIC HEALTH PROGRAMS","1st","TuTh,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/20909/2015/410.800.01/mph-capstone-health-behavior-and-society","410.800.01","MPH CAPSTONE HEALTH, BEHAVIOR AND SOCIETY","1st",NA
"http://www.jhsph.edu/courses/course/20836/2015/410.810.01/field-placement-health-behavior-and-society","410.810.01","FIELD PLACEMENT HEALTH BEHAVIOR AND SOCIETY","1st",NA
"http://www.jhsph.edu/courses/course/20822/2015/410.820.01/thesis-research-in-health-behavior-and-society","410.820.01","THESIS RESEARCH IN HEALTH BEHAVIOR AND SOCIETY","1st",NA
"http://www.jhsph.edu/courses/course/20857/2015/410.830.01/postdoctoral-research-in-health-behavior-and-society","410.830.01","POSTDOCTORAL RESEARCH IN HEALTH BEHAVIOR AND SOCIETY","1st",NA
"http://www.jhsph.edu/courses/course/20859/2015/410.840.01/special-studies-and-research-in-health-behavior-and-society","410.840.01","SPECIAL STUDIES AND RESEARCH IN HEALTH BEHAVIOR AND SOCIETY","1st",NA
"http://www.jhsph.edu/courses/course/20995/2015/410.850.01/mhs-research-practicum-in-health-behavior-and-society","410.850.01","MHS RESEARCH PRACTICUM IN HEALTH BEHAVIOR AND SOCIETY","1st",NA
"http://www.jhsph.edu/courses/course/20861/2015/410.860.01/graduate-seminar-in-social-and-behavioral-sciences","410.860.01","GRADUATE SEMINAR IN SOCIAL AND BEHAVIORAL SCIENCES","1st","Wednesday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20811/2015/410.861.01/graduate-seminar-in-community-based-research","410.861.01","GRADUATE SEMINAR IN COMMUNITY-BASED RESEARCH","1st","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/22160/2015/410.863.01/doctoral-seminar-in-social-and-behavioral-research-and-practice","410.863.01","DOCTORAL SEMINAR IN SOCIAL AND BEHAVIORAL RESEARCH AND PRACTICE","1st","Thursday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20789/2015/410.865.01/msph-seminar-in-health-education-and-health-promotion","410.865.01","MSPH SEMINAR IN HEALTH EDUCATION AND HEALTH PROMOTION","1st","Wednesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20974/2015/410.868.01/program-planning-for-health-behavior-change-practicum","410.868.01","PROGRAM PLANNING FOR HEALTH BEHAVIOR CHANGE PRACTICUM","1st","Friday,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/20924/2015/410.870.01/hbs-research-and-proposal-writing-process-for-doctoral-students-i","410.870.01","HBS RESEARCH AND PROPOSAL WRITING PROCESS FOR DOCTORAL STUDENTS I","1st","Monday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20962/2015/410.881.01/mhs-seminar-in-social-factors-in-health-i","410.881.01","MHS SEMINAR IN SOCIAL FACTORS IN HEALTH I","1st","Wednesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20933/2015/410.895.01/mph-practicum-health-behavior-and-society","410.895.01","MPH PRACTICUM: HEALTH BEHAVIOR AND SOCIETY","1st",NA
"http://www.jhsph.edu/courses/course/20833/2015/415.610.92/practical-genetic-counseling","415.610.92","PRACTICAL GENETIC COUNSELING","1st","Monday,  5:30-7:30pm"
"http://www.jhsph.edu/courses/course/20969/2015/415.611.92/introduction-to-human-genetics-i","415.611.92","INTRODUCTION TO HUMAN GENETICS I","1st","Thursday,  4:30-6:30pm"
"http://www.jhsph.edu/courses/course/20829/2015/415.620.92/introduction-to-genetic-counseling-i","415.620.92","INTRODUCTION TO GENETIC COUNSELING I","1st","Friday,  12:00-1:50pm"
"http://www.jhsph.edu/courses/course/20986/2015/415.631.92/therapeutic-genetic-counseling-ii","415.631.92","THERAPEUTIC GENETIC COUNSELING II","1st","Tuesday,  1:00-2:50pm"
"http://www.jhsph.edu/courses/course/20809/2015/415.670.92/developmental-biology-and-human-malformations-i","415.670.92","DEVELOPMENTAL BIOLOGY AND HUMAN MALFORMATIONS I","1st",NA
"http://www.jhsph.edu/courses/course/20862/2015/415.701.92/advanced-genetic-counseling-i","415.701.92","ADVANCED GENETIC COUNSELING I","1st",NA
"http://www.jhsph.edu/courses/course/20866/2015/415.820.92/thesis-research-genetic-counseling","415.820.92","THESIS RESEARCH: GENETIC COUNSELING","1st",NA
"http://www.jhsph.edu/courses/course/20867/2015/415.840.92/ss-r-genetic-counseling","415.840.92","SS/R: GENETIC COUNSELING","1st",NA
"http://www.jhsph.edu/courses/course/20863/2015/415.851.92/supervised-clinical-rotations-genetic-counseling","415.851.92","SUPERVISED CLINICAL ROTATIONS: GENETIC COUNSELING","1st",NA
